"","x"
"236",101.724932198173
"237",107.625241190936
"238",110.762350228769
"239",103.946429432419
"240",113.319040226362
"241",117.278801526074
"242",113.218319788419
"243",113.388043602189
"244",117.15537779243
"245",126.427406919012
"246",114.526475334008
"247",117.811891826176
"248",123.996129784092
"249",128.03358433201
"250",124.252363436906
"251",128.323561457754
"252",134.817291182265
"253",131.136144537053
"254",134.763766879403
"255",134.134172189427
"256",136.18297957841
"257",140.488162210492
"258",146.757470185441
"259",140.095712644515
"260",149.054997892279
"261",144.150722783073
"262",147.294858719144
"263",154.454328313782
"264",147.218402115933
"265",153.862358692541
"266",162.185169528655
"267",159.388498852355
"268",153.274805538582
"269",175.845962403338
"270",159.289854517707
"271",172.971595511493
"272",172.453295281635
"273",182.030182642474
"274",179.349718673794
"275",174.734315132589
"276",186.616908223924
"277",188.333546899849
"278",186.547942887258
"279",193.364250136366
"280",184.832975049975
"281",197.244680828202
"282",204.505029549703
"283",198.707880882733
"284",201.917440309341
"285",212.835789654686
"286",212.446109594667
"287",222.522126846683
"288",220.569829256554
"289",227.099143096806
"290",229.144215320858
"291",231.629889602255
"292",230.595111889314
"293",233.870802188847
"294",238.621456791548
"295",236.96376417042
"296",241.310874069488
"297",247.46193164141
"298",247.903290207262
"299",251.168496559218
"300",252.876248469994
"301",260.997644771334
"302",258.988270799711
"303",256.07732410901
"304",258.496620485018
"305",263.242030779392
"306",271.365771732266
"307",285.719366631971
"308",279.619118226846
"309",287.401119042907
"310",292.055263992158
"311",284.528854233249
"312",299.417617001265
"313",290.63039998999
"314",300.3744059021
"315",304.100970786272
"316",316.683127356065
"317",317.165217645197
"318",318.500721175809
"319",313.659767980576
"320",331.326218909157
"321",315.235248132013
"322",334.817205800292
"323",339.744524082581
"324",338.253778293476
"325",340.000903361076
"326",345.864092059168
"327",362.918841449859
"328",360.36715280108
"329",365.475587613636
"330",368.923457113461
"331",368.12959814742
"332",370.060647823014
"333",383.137655478342
"334",384.071229119977
"335",388.173276389593
"336",391.967100089752
"337",396.845079533539
"338",399.989292539065
"339",400.239206481781
"340",406.329522249485
"341",418.942177829296
"342",415.747038795143
"343",414.15029604688
"344",426.952250209001
"345",430.369282132839
"346",446.616309671013
"347",435.880054056158
"348",454.319788364531
"349",464.078176694062
"350",466.426571271042
"351",468.344833898362
"352",463.005872488506
"353",473.648364354516
"354",480.811473838153
"355",476.125645947206
"356",493.94806464591
"357",503.986071565267
"358",498.613595218244
"359",512.823031636263
"360",513.573991171656
"361",522.175576600364
"362",525.268015804032
"363",526.324063041248
"364",534.94347393027
"365",540.271314691389
"366",541.455573341019
"367",552.341858914592
"368",566.986995621754
"369",564.523597080415
"370",569.313157633771
"371",580.204642833727
"372",580.614024007511
"373",597.712682695608
"374",593.277484215844
"375",605.618035561373
"376",618.884603122886
"377",616.137746992517
"378",624.202235266695
"379",626.307975807305
"380",632.014594337734
"381",638.481977898304
"382",643.004889582072
"383",661.777989267884
"384",658.512736676366
"385",671.286720986774
"386",670.293859121836
"387",681.303006471079
"388",694.086068086323
"389",705.833443253809
"390",699.711864142881
"391",706.463215903644
"392",712.956224933403
"393",725.359854096241
"394",729.792840598755
"395",746.803011258511
"396",755.657439781067
"397",759.388166267875
"398",759.650881739514
"399",759.410544565311
"400",782.059420756295
